importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,hippocampal area,,5.43,22,-16,-24,,189.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,amygdala,,3.48,22,0,-20,,189.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,L,medial temporal gyrus,,4.8,-60,-30,8,,132.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,precuneus,,6.06,14,-54,12,,1177.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,lateral occipital cortex,,9.19,34,-96,-4,,1265.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,L,lateral occipital cortex,,5.68,-34,-94,-4,,297.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,L,ventral striatum,,6.56,-10,10,-6,,3794.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,R,ventral striatum,,5.51,10,12,-2,,3794.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,,medial prefrontal cortex,,5.62,-8,36,-12,,2863.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,R,lateral occipital cortex,,7.98,32,-96,-2,,1575.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,L,lateral occipital cortex,,7.06,-32,-98,-2,,700.0,,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,VT,,,-3,-8,-15,,,1.4e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,VT,,,3,-18,-15,,,4.4e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,16,-9,-8,,,2.2e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,22,3,-15,,,-5.3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,-15,9,-11,,,-2.1e-07,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,16,45,-11,,,0.0001,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,NAc and other VS,,,16,18,-5,,,3.3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,NAc and other VS,,,-6,15,-2,,,0.00059,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,VT,,,13,-15,-5,,,0.00024,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,16,-9,-8,,,0.00021,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,-24,3,-18,,,0.00025,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,19,48,-11,,,8.5e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,-21,33,-8,,,2e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,-21,45,-5,,,-3.9e-09,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,34,42,-2,,,-8.6e-11,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,13,54,-8,,,1.9e-08,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach; passive,,GOb,,,-33,24,2,,,-6.2e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach; passive,,NAc and other VS,,,7,12,2,,,-6.4e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach; passive,,NAc and other VS,,,-12,9,2,,,-3.3e-07,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach; passive,,VT,,,-3,-18,-11,,,3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,-18,9,-15,,,-1.5e-10,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach; passive,,SLEA,,,-12,0,-8,,,-2e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces,fMRI; outcome phase; decision making; social reward; talairach; passive,,VT,,,-6,-18,-8,,,0.00034,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces,fMRI; outcome phase; decision making; social reward; talairach; passive,,Amyg,,,-12,-3,-24,,,-0.00023,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces,fMRI; outcome phase; decision making; social reward; talairach; passive,,Amyg,,,-27,-6,-21,,,0.00092,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces,fMRI; outcome phase; decision making; social reward; talairach; passive,,Hypo,,,7,-12,-8,,,0.00056,
