importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,Large Incentives > Baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,Insula,,,-31,21,2,,26,13.0,0.005,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance, decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,Anterior cingulate/medial OFC,R,24/32/11,9,36,-3,3.9,15,120.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance, decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,Caudate,R,,6,21,0,3.82,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance, decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,Anterior cingulate,L,24,-3,36,-3,3.69,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance, decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,Precentral gyrus,L,6/4,-63,-9,30,4.46,15,29.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance, decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,Precentral gyrus,L,6/4,-63,-6,21,5.53,15,29.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Middle/superior occipital cortex,L,19,-30,-93,12,4.53,15,176.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Anterior cingulate gyrus/,L/R,32,-3,42,12,4.19,15,142.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Anterior cingulate gyrus/,L/R,32,-3,51,3,4.02,15,142.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Superior medial frontal cortex,,10/9,-9,48,18,3.7,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Inferior OFC,L,47,-48,21,-9,3.98,15,39.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Inferior OFC,L,47,-27,21,-18,3.87,15,41.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Insula,L,,-36,6,-6,3.8,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Insula,L,,-30,12,-12,3.48,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Inferior frontal operculum,R,47,51,18,3,3.83,15,40.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Insula,R,,36,27,3,3.42,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Superior medial frontal gyrus,L/R,10,-3,66,15,4.6,15,96.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Superior medial frontal gyrus,L/R,10,6,66,9,4.17,15,96.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Medial OFC,,,0,60,-6,4.08,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Pre-SMA,L,6/8,-3,21,51,4.14,15,74.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Pre-SMA,L,6/8,-6,9,60,3.89,15,74.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Pre-SMA,L,6/8,-6,18,66,3.82,15,74.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Lateral sulcus (SII),L,,-54,-9,9,3.89,15,31.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Lateral sulcus (SII),L,47,-42,21,-9,3.75,15,32.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance, risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,Inferior OFC/insula,,,-36,15,-6,3.67,15,,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Precuneus/angular gyrus,R,30,24,-48,21,4.78,15,374.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Thalamus,R,,3,-12,15,4.58,15,125.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Cerebellum,R,,36,-75,-45,4.58,15,349.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Caudate/insula,L,,-21,-21,27,4.47,15,201.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Caudate (includes nucleus accumbens),L,,-18,18,12,4.32,15,109.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Cerebellum,R,,12,-42,-48,4.32,15,106.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Cuneus/parieto-occipital sulcus,L,23/30,-24,-48,24,4.14,15,44.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Caudate,R,,27,-12,30,4.11,15,127.0,,,
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 3 - Brain regions showing significant activation in response to wins versus losses (all decks), win > lose,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; positive reward; visual cards,Inferior Parietal lobe,R,40,54,-39,51,4.07,15,51.0,,,
