importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV,index_col,MNIX,MNIY,MNIZ,TALX,TALY,TALZ,significance
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-1 Receipt for Adults during Choice trials compared with Baseline,small incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; small incentive;adult; visual cue,insula,,,33,21,5,,26,46.0,0.005,,,68,33.0,21.0,5.0,29.861,17.76,10.05,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-1 Receipt for Adults during Choice trials compared with Baseline,small incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; small incentive;adult; visual cue,middle frontal gyrus,,6,37,1,66,,26,31.0,0.005,,,69,37.0,1.0,66.0,33.106,-5.486,63.286,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-1 Receipt for Adults during Choice trials compared with Baseline,small incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; small incentive;adult; visual cue,middle frontal gyrus,,6,-27,-8,58,,26,11.0,0.005,,,70,-27.0,-8.0,58.0,-26.747,-12.946,54.776,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,inferior parietal lobule,,40,42,-59,50,,26,258.0,0.005,,,71,42.0,-59.0,50.0,37.726,-60.733,44.478,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,middle frontal gyrus,,9,42,13,30,,26,211.0,0.005,,,72,42.0,13.0,30.0,38.079,8.37,31.959,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,inferior occipital gyrus,,18,-35,-91,-2,,26,146.0,0.005,,,73,-35.0,-91.0,-2.0,-34.041,-86.525,-5.35,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,precuneus,,19,-27,-63,42,,26,143.0,0.005,,,74,-27.0,-63.0,42.0,-26.791,-63.462,36.293,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,inferior frontal gyrus,,9,-43,5,34,,26,118.0,0.005,,,75,-43.0,5.0,34.0,-41.508,1.115,34.068,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,fusiform gyrus,,20,37,-43,-18,,26,57.0,0.005,,,76,37.0,-43.0,-18.0,33.584,-40.73,-15.346,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,insula,,,33,26,2,,26,57.0,0.005,,,77,33.0,26.0,2.0,29.897,22.676,7.736,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,lingual gyrus,,18,26,-88,-6,,26,53.0,0.005,,,78,26.0,-88.0,-6.0,23.074,-83.812,-8.082,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,superior frontal gyrus,,8,10,17,53,,26,39.0,0.005,,,79,10.0,17.0,53.0,7.982,10.666,52.554,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,middle frontal gyrus,,6,33,13,62,,26,25.0,0.005,,,80,33.0,13.0,62.0,29.427,6.105,60.56,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,cingulate gyrus,,23,1,-31,30,,26,21.0,0.005,,,81,1.0,-31.0,30.0,-0.413,-32.706,28.228,0.005
++,Jarcho et al,Developmental effects of decision-making on sensitivity to reward - An fMRI study,Table 8-2 Receipt for Adults during Choice trials compared with Baseline,large incentives > baseline,fMRI; outcome phase; decision making;MNI; monetary reward; high incentive;adult; visual cue,insula,,,-31,21,2,,26,13.0,0.005,,,82,-31.0,21.0,2.0,-30.002,18.394,6.701,0.005
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance,decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,anterior cingulate/medial ofc,r,24/32/11,9,36,-3,3.9,15,120.0,,,,83,9.0,36.0,-3.0,7.505,32.591,3.757,4.8096344017602614e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance,decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,caudate,r,,6,21,0,3.82,15,,,,,84,6.0,21.0,0.0,4.633,18.299,5.288,6.672583702968467e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance,decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,anterior cingulate,l,24,-3,36,-3,3.69,15,,,,,85,-3.0,36.0,-3.0,-3.723,32.669,3.634,0.0001121270259822469
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance,decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,precentral gyrus,l,6/4,-63,-9,30,4.46,15,29.0,,,,86,-63.0,-9.0,30.0,-60.234,-11.619,29.223,4.097982646636349e-06
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 1 - Brain regions from the active decision-making versus control task contrast showing significant activation and a significant relationship with task performance,decision-making > control task,fMRI; decision phase; decision making; monetary reward; MNI; gambling; visual cards,precentral gyrus,l,6/4,-63,-6,21,5.53,15,29.0,,,,87,-63.0,-6.0,21.0,-60.16,-8.147,21.378,1.601153938809086e-08
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,middle/superior occipital cortex,l,19,-30,-93,12,4.53,15,176.0,,,,88,-30.0,-93.0,12.0,-29.469,-89.453,7.105,2.9491843228915112e-06
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,anterior cingulate gyrus/,l/r,32,-3,42,12,4.19,15,142.0,,,,89,-3.0,42.0,12.0,-3.814,37.218,17.535,1.3947722726881202e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,anterior cingulate gyrus/,l/r,32,-3,51,3,4.02,15,142.0,,,,90,-3.0,51.0,3.0,-3.723,46.327,10.142,2.909907071193099e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,superior medial frontal cortex,,10/9,-9,48,18,3.7,15,,,,,91,-9.0,48.0,18.0,-9.454,42.458,23.305,0.00010779973347738823
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,inferior ofc,l,47,-48,21,-9,3.98,15,39.0,,,,92,-48.0,21.0,-9.0,-45.83,19.303,-3.338,3.445763411505307e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,inferior ofc,l,47,-27,21,-18,3.87,15,41.0,,,,93,-27.0,21.0,-18.0,-26.116,19.82,-11.192,5.4417676633699595e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,insula,l,,-36,6,-6,3.8,15,,,,,94,-36.0,6.0,-6.0,-34.667,4.913,-1.652,7.234804392511998e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,insula,l,,-30,12,-12,3.48,15,,,,,95,-30.0,12.0,-12.0,-28.992,10.947,-6.52,0.0002507068912805376
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,inferior frontal operculum,r,47,51,18,3,3.83,15,40.0,,,,96,51.0,18.0,3.0,46.709,14.97,8.216,6.407162948887441e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,insula,r,,36,27,3,3.42,15,,,,,97,36.0,27.0,3.0,32.7,23.523,8.739,0.00031310567858119963
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,superior medial frontal gyrus,l/r,10,-3,66,15,4.6,15,96.0,,,,98,-3.0,66.0,15.0,-3.766,59.55,22.03,2.1124547025028537e-06
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,superior medial frontal gyrus,l/r,10,6,66,9,4.17,15,96.0,,,,99,6.0,66.0,9.0,4.698,59.927,16.743,1.5229981947977883e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,medial ofc,,,0,60,-6,4.08,15,,,,,100,0.0,60.0,-6.0,-0.825,55.418,2.779,2.2517850388525404e-05
++,Lawrence et al,Distinct Roles of Prefrontal Cortical Subregions in the Iowa Gambling Task,Table 2 - Brain regions showing significant activation during choices from risky (A/B) versus safe (C/D) decks and showing a correlation with task performance,risk > safe,fMRI;outcome phase; decision making; monetary reward; MNI; gambling; risk choice; visual cards,pre-sma,l,6/8,-3,21,51,4.14,15,74.0,,,,101,-3.0,21.0,51.0,-4.156,14.655,50.928,1.7365291073604036e-05
