importance,author,title,table_name,contrast,keywords,Left/Right,Name,X(R),Y(A),Z(S),NV,t,subjects,Broadman Area,cluster size,z-score,p value
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-1 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual word recognition,Right,Middle cingulum,8.0,22,40.0,,4.08,50,,113.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-1 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual word recognition,Right,Middle frontal,38.0,48,12.0,,4.03,50,,43.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Right,Insula,32.0,24,0.0,,6.34,50,,299.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Right,Inferior frontal oper,46.0,16,4.0,,5.72,50,,299.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Cerebellum (Lobule VI),-30.0,-56,-34.0,,5.33,50,,839.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Cerebellum (Crus1),-42.0,-50,-26.0,,4.79,50,,839.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Cerebellum (Crus1),-34.0,-72,-26.0,,4.71,50,,839.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Inferior parietal,-34.0,-50,42.0,,5.11,50,,794.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Inferior parietal,-44.0,-48,46.0,,4.94,50,,794.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Middle occipital,-30.0,-72,24.0,,4.82,50,,794.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Insula,-32.0,20,4.0,,5.04,50,,149.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Cerebellum (Crus 1),-12.0,-74,-32.0,,4.57,50,,50.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Precentral,-42.0,2,30.0,,4.48,50,,103.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Inferior frontal tri,-46.0,20,30.0,,4.18,50,,75.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-2 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual object,Left,Middle frontal,-44.0,30,36.0,,4.05,50,,75.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Precentral,-44.0,6,30.0,,5.56,50,,242.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Cerebellum (Crus1),-26.0,-64,-32.0,,5.52,50,,370.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Cerebellum (Crus2),-10.0,-76,-32.0,,4.99,50,,370.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Cerebellum (Crus1),-14.0,-68,-32.0,,4.18,50,,370.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Inferior parietal,-42.0,-48,54.0,,5.52,50,,995.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Inferior parietal,-36.0,-48,38.0,,5.21,50,,995.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Inferior parietal,-52.0,-36,46.0,,5.04,50,,995.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Right,Insula,32.0,26,2.0,,4.75,50,,152.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Right,Inferior frontal tri,42.0,20,8.0,,4.08,50,,152.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Insula,-30.0,28,2.0,,4.52,50,,89.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Right,Vermis_8,-2.0,-60,-30.0,,4.44,50,,71.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Right,Middle cingulum,10.0,22,38.0,,4.42,50,,102.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Middle occipital,-30.0,-82,20.0,,4.35,50,,120.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Cerebellum (Crus1),-40.0,-78,-18.0,,4.17,50,,208.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 2-3 - Brain activations during two-back WM with words; objects and faces as stimuli; contrasted with their respective zero-back baseline task.,2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces,Left,Fusiform gyrus,-40.0,-66,-14.0,,4.16,50,,208.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 4 - Common and stimulus-specific activations during two-back WM with words and faces as stimuli, 2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces; visual word recognition,Left,Cerebellum,-26.0,-64,-32.0,,5.27,50,,117.0,,
++,Duggirala et al,Stimulus-dependent modulation of working memory for identity monitoring - A functional MRI study,Table 4 - Common and stimulus-specific activations during two-back WM with words and faces as stimuli, 2-back > 0-back,fMRI; working memory; MNI; n-back task; two-back task; visual faces; visual word recognition,Left,Inferior parietal,-36.0,-48,38.0,,5.22,50,,671.0,,
