importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,L,hippocampal area,,5.09,-22,-18,-22,,310.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,hippocampal area,,5.43,22,-16,-24,,189.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,amygdala,,3.48,22,0,-20,,189.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,L,medial temporal gyrus,,4.8,-60,-30,8,,132.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,precuneus,,6.06,14,-54,12,,1177.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,R,lateral occipital cortex,,9.19,34,-96,-4,,1265.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 2-4: fMRI results: ANOVA 2 - modeling effects over expectation phase - increasing reward uncertainty,fMRI; MNI; reward magnitude; reward value; money reward; anticipation phase; anova; decision making; performance-dependent; increasing reward uncertainty,L,lateral occipital cortex,,5.68,-34,-94,-4,,297.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,L,ventral striatum,,6.56,-10,10,-6,,3794.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,R,ventral striatum,,5.51,10,12,-2,,3794.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,,medial prefrontal cortex,,5.62,-8,36,-12,,2863.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,R,lateral occipital cortex,,7.98,32,-96,-2,,1575.0,,
+,Abler et al,From uncertainty to reward - BOLD characteristics differentiate signaling pathways,Table 3-1: fMRI results: ANOVA 3 - modeling effects over outcome phase - modelling prediction error,fMRI; MNI; reward magnitude; reward value; money reward; outcome phase; anova; decision making; performance-dependent; modelling prediction error,L,lateral occipital cortex,,7.06,-32,-98,-2,,700.0,,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,VT,,,-3.03,-7.464,-18.311,,,1.4e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,VT,,,3.03,-17.761,-18.906,,,4.4e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,16.162,-8.855,-10.047,,,2.2e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,22.222,3.862,-17.656,,,-5.3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,-15.152,9.834,-12.543,,,-2.1e-07,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 A - Post-Hoc Fixed Effects Analysis - Contrast - general effect of beauty - computed for all beautiful face conditions versus all average face conditions,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,16.162,46.901,-10.401,,,0.0001,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,NAc and other VS,,,16.162,18.791,-4.874,,,3.3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,NAc and other VS,,,-6.061,15.548,-1.485,,,0.00059,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,VT,,,13.131,-15.187,-6.837,,,0.00024,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,16.162,-8.855,-10.047,,,0.00021,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,-24.242,4.016,-21.223,,,0.00025,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,19.192,49.989,-10.223,,,8.5e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,-21.212,34.39,-7.548,,,2e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,-21.212,46.591,-3.267,,,-3.9e-09,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,34.343,43.348,0.11,,,-8.6e-11,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,13.131,56.013,-6.299,,,1.9e-08,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 B - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female versus Beautiful Male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,GOb,,,-33.333,24.608,3.475,,,-6.2e-05,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,NAc and other VS,,,7.071,12.253,2.823,,,-6.4e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,NAc and other VS,,,-12.121,9.164,2.66,,,-3.3e-07,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,VT,,,-3.03,-17.967,-14.15,,,3e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,-18.182,10.04,-17.299,,,-1.5e-10,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 C- Post-Hoc Fixed Effects Analysis - Contrast - Beautiful male versus Average male,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,SLEA,,,-12.121,0.412,-9.512,,,-2e-06,
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces,fMRI; outcome phase; decision making; social reward; talairach(converted); passive,,VT,,,-6.061,-18.121,-10.583,,,0.00034,
